document,label
EJK_G4B3_CorpusID_3978631.txt,Study
FOP_G3B4_PMID31688565.txt,Study
LMN_G5B5_10.1016_j.envsci.2016.03.006.txt,Method
FGO_G3B3_PMID30938603.txt,Study
GPQ_G6B4_PMID-14760023.txt,Study
DEJ_G2B1_12.txt,Study
ABC_G1B1_Corpus ID 157686262.txt,Method
FHP_G3B1_CorpusID2578626.txt,Study
GHO_G3B3_PMID30269173.txt,Study
LMN_G5B4_10.1016_j.resconrec.2020.104814.txt,Method
FHO_G3B1_CorpusID24884919.txt,Study
FOP_G3B2_Corpus ID32716637.txt,Study
NST_G7B2_S0019103514006022.txt,Study
GOP_G6B3_PMID-25933563.txt,Study
RST_G7B4_S1462901114001002.txt,Method
DIJ_G2B2_21.txt,Study
FOP_G3B4_PMID25817298.txt,Study
FGH_G3B4_PMID10227345.txt,Study
ABC_G1B3_10.1016_j.jenvman.2020.111069.txt,Study
FHP_G3B1_CorpusID19769231.txt,Study
DEK_G2B2_19.txt,Interview
ABC_G1B1_10.1016_j.apenergy.2019.01.154.txt,Study
ABC_G1B3_10.1016_j.scs.2020.102138.txt,Study
EJK_G4B3_CorpusID_12968772.txt,Interview
FPQ_G3B3_PMID30111365.txt,Study
IJK_G4B1_CorpusID_14048849.txt,Study
NRS_G7B3_S0012825214000750.txt,Study
ABC_G1B1_Corpus ID 44324617.txt,Study
LRS_G5B1_10.1016_j.landusepol.2012.11.009.txt,Method
ABC_G1B3_10.1016_j.renene.2020.05.101.txt,Method
ABC_G1B3_10.1016_j.jclepro.2015.07.065.txt,Study
DJK_G4B3_CorpusID_42477772.txt,Study
EIJ_G4B1_CorpusID_2536475.txt,Study
HOP_G6B2_PMID_30059555.txt,Study
ABC_G1B2_10.1016_j.enpol.2019.06.040.txt,Study
GOP_G6B2_PMID_31308258.txt,Study
HOQ_G6B3_PMID-30184234.txt,Study
NRT_G7B2_S0956053X16300599.txt,Study
ABC_G1B1_Corpus ID 104118586.txt,Study
FHO_G3B4_PMID31386196.txt,Study
MNR_G5B1_10.5194_hess-21-3879-2017.txt,Method
ABC_G1B2_10.1016_j.resconrec.2014.12.001.txt,Policy
NST_G7B2_S037838201100021X.txt,Study
OPQ_G6B2_PMID_30359408.txt,Study
OPQ_G6B1_PMID_27346321.txt,Review
ABC_G1B2_10.1016_j.enpol.2020.111284.txt,Method
HPQ_G6B4_PMID-14642056.txt,Study
LMR_G5B2_10.1016_j.jairtraman.2017.04.004.txt,Tool
GOQ_G6B3_PMID-30746554.txt,Study
EJK_G4B1_CorpusID_8334042.txt,Study
DEI_G2B2_24.txt,Study
DEK_G2B3_17.txt,Study
ABC_G1B2_10.1016_j.erss.2019.101243.txt,Method
EIJ_G4B2_CorpusID_16954485.txt,Study
FOQ_G3B3_PMID18042300.txt,Method
EIK_G4B1_CorpusID_6479519.txt,Study
MRT_G7B2_S0301421515301907.txt,Study
DEK_G2B3_49.txt,Study
EIK_G4B2_PMID_31154295.txt,Study
HOQ_G6B3_PMID-29433458.txt,Study
FHQ_G3B1_CorpusID21046681.txt,Review
EJK_G4B2_CorpusID_79883204.txt,Study
OPQ_G6B4_PMID-23453161.txt,Study
DJK_G4B2_CorpusID_29641718.txt,Diagnostic Tool
ABC_G1B3_10.1016_j.seps.2018.11.008.txt,Policy
ABC_G1B3_10.1016_S0965-8564(96)00017-1.txt,Study
GHO_G3B4_PMID29969283.txt,Study
LMN_G5B4_10.1038_nature09396.txt,Method
IJK_G4B3_CorpusID_3837895.txt,Review
GPQ_G6B4_PMID-20519333.txt,Study
FOQ_G3B2_Corpus ID19060135.txt,Study
DEK_G2B3_7.txt,Interview
FHQ_G3B2_PMID27412477.txt,Study
ABC_G1B2_10.1016_j.tust.2018.07.026.txt,Study
ABC_G1B3_10.1016_j.jclepro.2019.117796.txt,Policy
DEK_G2B3_27.txt,Study
LMR_G5B3_10.1016_j.worlddev.2019.104623.txt,Tool
FHQ_G3B3_PMID31640626.txt,Study
FGO_G3B2_Corpus ID144716819.txt,Study
FGH_G3B3_PMID26607065.txt,Treatment
DJK_G4B3_CorpusID_6982839.txt,Study
LNR_G5B3_10.4103_0019-5278.93200.txt,Review
MRT_G7B2_S0140988315002418.txt,Method
DEI_G2B3_9.txt,Study
LMN_G5B5_10.1016_j.scitotenv.2015.11.049.txt,Study
LMN_G5B4_10.1007_s10640-018-0262-8.txt,Study
DEK_G2B2_39.txt,Study
HPQ_G6B1_PMID_31377171.txt,Study
ABC_G1B3_10.1016_j.erss.2019.05.024.txt,Study
RST_G7B4_S0921818112001579.txt,Method
LMS_G5B1_10.1016_j.reseneeco.2004.03.003.txt,Study
EJK_G4B3_CorpusID_187907380.txt,Study
ABC_G1B1_10.1016 j.energy.2013.10.051.txt,Study
RST_G7B4_S1364815214003697.txt,Study
EIK_G4B3_CorpusID_25416336.txt,Study
GHO_G6B1_PMID_25424652.txt,Study
LMN_G5B2_10.1145_2487788.2487986.txt,Method
ABC_G1B2_10.1016_j.jclepro.2016.05.056.txt,Study
DIK_G2B2_12.txt,Study
EIK_G4B1_CorpusID_199053353.txt,Study
LRS_G5B3_10.1016_j.scitotenv.2018.12.212.txt,Study
HPQ_G6B3_PMID-31242879.txt,Study
ABC_G1B1_10.1016 j.jclepro.2019.119122.txt,Study
EIK_G4B2_CorpusID_11548133.txt,Study
FHQ_G3B1_PMID27905941.txt,Study
IJK_G4B2_CorpusID_7525625.txt,Interview
FOP_G3B3_PMID32046109.txt,Review
DEJ_G2B1_18.txt,Method
ABC_G1B1_Corpus ID 109849010.txt,Study
DIJ_G2B1_26.txt,Study
IJK_G4B3_CorpusID_36776565.txt,Interview
ABC_G1B3_10.1016_j.cities.2020.102715.txt,Study
ABC_G1B1_10.1016_j.reseneeco.2015.12.001.txt,Study
RST_G7B4_S1574954113000241.txt,Study
FHO_G3B1_CorpusID33732446.txt,Study
EIJ_G4B1_CorpusID_3239419.txt,Study
LMN_G5B4_10.1038_s41586-018-0476-5.txt,Study
LMT_G5B2_10.1145_3363459.3363531.txt,Tool
FHP_G3B2_PMID10614906.txt,Study
ABC_G1B2_10.1016_j.rser.2020.110094.txt,Prototype
IJK_G4B3_CorpusID_10535565.txt,Study
MST_G5B1_USC_222830.txt,Study
ABC_G1B1_10.1016 j.jclepro.2019.118645.txt,Method
HOP_G6B2_PMID_30335190.txt,Study
DJK_G4B3_CorpusID_9083555.txt,Study
ABC_G1B1_10.1016 j.jclepro.2019.119260.txt,Study
EIJ_G4B2_CorpusID_21558470.txt,Review
DIK_G2B1_51.txt,Study
FGO_G3B3_PMID31740489.txt,Method
FHO_G3B3_PMID25911270.txt,Study
GPQ_G6B4_PMID-22286089.txt,Study
ABC_G1B2_10.1016_j.renene.2019.05.032.txt,Study
FHO_G3B2_Corpus ID6375416.txt,Study
RST_G7B4_10.1016_j.scitotenv.2020.137160.txt,Study
DEI_G2B2_50.txt,Study
DIJ_G2B3_21.txt,Study
FHO_G3B2_PMID24679383.txt,Study
OPQ_G6B4_PMID-22472517.txt,Study
ABC_G1B2_10.1016_j.enpol.2019.111067.txt,Study
RST_G7B4_S0006320715301397.txt,Study
DEJ_G2B3_4.txt,Study
ABC_G1B1_10.1016_j.enpol.2011.07.032.txt,Study
GHQ_G6B3_PMID-28166412.txt,Study
ABC_G1B3_10.1016_j.envsci.2018.04.011.txt,Study
EIJ_G4B2_CorpusID_150783113.txt,Study
LMN_G5B4_CorpusID_8429917.txt,Study
DEJ_G2B2_32.txt,Study
DEI_G2B1_48.txt,Study
DEI_G2B2_9.txt,Study
RST_G7B4_S1871141311000850.txt,Study
DEJ_G2B3_3.txt,Evaluation
IJK_G4B1_CorpusID_218978128.txt,Study
EIJ_G4B2_CorpusID_73274255.txt,Study
IJK_G4B2_PMID_28082321.txt,Study
FGH_G3B4_PMID17441359.txt,Study
RST_G7B4_S0308521X16300257.txt,Method
EJK_G4B1_CorpusID_13278143.txt,Interview
DIJ_G2B1_35.txt,Study
RST_G7B4_S1462901114000732.txt,Study
EIJ_G4B1_CorpusID_6770073.txt,Evaluation
DEJ_G2B3_32.txt,Study
FGQ_G3B3_PMID29519796.txt,Study
DIJ_G2B1_49.txt,Study
RST_G7B4_S1871141312001436.txt,Study
OPQ_G6B3_PMID-27871798.txt,Study
GOP_G6B4_PMID-24209697.txt,Study
EJK_G4B3_CorpusID_24268718.txt,Method
EIK_G4B2_CorpusID_28193775.txt,Diagnostic Tool
DEJ_G2B2_38.txt,Review
EJK_G4B1_CorpusID_28284540.txt,Study
LMN_G5B1_10.1016_j.jenvman.2015.11.043.txt,Study
GOP_G6B4_PMID-10564689.txt,Study
DIJ_G2B2_42.txt,Study
HOQ_G6B4_PMID-22819121.txt,Study
DJK_G4B3_CorpusID_2377085.txt,Review
GHP_G3B3_PMID30586450.txt,Study
ABC_G1B1_Corpus ID 211795155.txt,Study
GHQ_G6B3_PMID-26204048.txt,Study
DEJ_G2B2_44.txt,Study
FGQ_G3B1_CorpusID38984587.txt,Study
DIJ_G2B3_40.txt,Study
DIK_G2B3_45.txt,Study
RST_G7B4_S0360544213005355.txt,Study
ABC_G1B3_10.1016_j.egyr.2020.02.009.txt,Study
MST_G7B3_S003442570500204X.txt,Study
GPQ_G6B3_PMID-30346950.txt,Study
ABC_G1B2_10.1016_j.jclepro.2019.06.163.txt,Policy
FOQ_G3B1_CorpusID26140657.txt,Clinical Trial
RST_G7B4_S187114131500308X.txt,Study
GHP_G6B2_PMID_29062351.txt,Study
ABC_G1B2_10.1016_j.scs.2018.12.041.txt,Study
EJK_G4B2_PMID_22145731.txt,Treatment
FGP_G3B3_PMID31021567.txt,Study
FHP_G3B4_Corpus ID20186827.txt,Prototype
ABC_G1B2_10.1016_j.rser.2015.06.062.txt,Policy
ABC_G1B2_10.1016_j.jclepro.2019.118338.txt,Study
ABC_G1B1_10.1016 j.mcm.2012.09.006.txt,Policy
HPQ_G6B4_PMID-19351386.txt,Study
RST_G7B4_S1474706509001132.txt,Study
LRT_G5B3_10.1016_S0140-6736(14)62114-0.txt,Method
IJK_G4B2_PMID_31675972.txt,Study
ABC_G1B2_10.1016_j.apenergy.2020.115207.txt,Study
DIK_G2B3_6.txt,Study
ABC_G1B3_10.1016_j.erss.2019.05.004.txt,Study
DIK_G2B1_4.txt,Study
ABC_G1B1_Corpus ID 98207409.txt,Method
DIK_G2B3_5.txt,Prototype
IJK_G4B3_CorpusID_33800833.txt,Study
LNS_G5B3_10.1016_j.resconrec.2019.104459.txt,Method
ABC_G1B3_10.1016_j.resourpol.2020.101677.txt,Policy
DJK_G4B2_CorpusID_14622563.txt,Study
DIK_G2B2_16.txt,Study
HPQ_G6B2_PMID_27113939.txt,Study
NST_G7B3_S0958946516300142.txt,Study
FGP_G3B1_CorpusID43613363.txt,Study
HPQ_G6B2_PMID_20540832.txt,Study
NST_G7B1_S030437709800117X.txt,Study
ABC_G1B3_10.1016_j.apenergy.2019.114201.txt,Study
GHP_G3B3_PMID31564721.txt,Prototype
GOP_G3B4_CorpusID24146402.txt,Study
HOQ_G6B3_PMID-23157437.txt,Study
DIJ_G2B2_48.txt,Interview
LNT_G5B2_10.1016_j.geoderma.2017.01.002.txt,Study
EIK_G4B3_CorpusID_17835679.txt,Study
FOP_G3B3_PMID28963277.txt,Study
FPQ_G3B1_PMID31564733.txt,Study
ABC_G1B2_10.1016_j.technovation.2018.02.015.txt,Study
EIJ_G4B3_CorpusID_211200859.txt,Study
ABC_G1B3_10.1016_j.rser.2019.109347.txt,Study
LRT_G5B2_10.1191_1464993403ps060oa.txt,Study
GHP_G6B2_PMID_26952194.txt,Study
EIJ_G4B3_CorpusID_15559909.txt,Study
NRT_G7B2_1596407052189.txt,Study
FOQ_G3B3_PMID23884962.txt,Study
IJK_G4B1_CorpusID_206936280.txt,Study
GPQ_G6B2_PMID_28479623.txt,Review
FGQ_G3B1_CorpusID2375030.txt,Study
FGP_G3B2_CorpusID145696867.txt,Study
ABC_G1B2_10.1016_ j.renene.2019.11.106.txt,Policy
FGO_G3B3_PMID29769115.txt,Study
HPQ_G6B2_PMID_27916000.txt,Review
EJK_G4B1_CorpusID_43215812.txt,Treatment
GHQ_G3B4_PMID31494083.txt,Study
LMS_G5B1_10.1093_reep_req023.txt,Study
DIJ_G2B1_17.txt,Study
ABC_G1B3_10.1016_j.pursup.2017.05.003.txt,Method
DJK_G4B3_CorpusID_33774007.txt,Interview
FPQ_G3B4_PMID16128713.txt,Prototype
HPQ_G6B3_PMID-25603883.txt,Infrastructure
LMN_G5B4_10.1038_nature11014.txt,Study
GHP_G3B4_CorpusID143868398.txt,Study
IJK_G4B2_PMID_30333019.txt,Study
DIK_G2B2_33.txt,Study
HOP_G6B4_PMID-27323908.txt,Study
RST_G7B4_10.1007_s10668-019-00378-5.txt,Study
HOQ_G6B3_PMID-21648204.txt,Study
DIJ_G2B2_23.txt,Method
FGO_G3B2_CorpusID16983820.txt,Study
FGQ_G3B2_CorpusID27233767.txt,Study
ABC_G1B2_10.1016_j.renene.2019.06.170.txt,Study
GHP_G3B3_PMID24154869.txt,Study
DEI_G2B1_31.txt,Study
FGH_G3B3_PMID30334883.txt,Study
FHO_G3B4_CorpusID9530646.txt,Study
FHO_G3B2_Corpus ID3645968.txt,Study
ABC_G1B2_10.1016_j.rser.2019.01.020.txt,Policy
ABC_G1B2_10.1016_j.enpol.2020.111304.txt,Study
ABC_G1B2_10.1016_j.enconman.2019.112027.txt,Study
DIJ_G2B3_29.txt,Study
OPQ_G6B2_PMID_27869389.txt,Study
RST_G7B4_S0921818103001590.txt,Study
LMT_G5B2_CorpusID4619700.txt,Study
OPQ_G6B3_PMID-29596347.txt,Study
ABC_G1B1_Corpus ID 168688399.txt,Study
DEK_G2B3_1.txt,Study
FGP_G3B3_PMID32013898.txt,Study
ABC_G1B2_10.1016_j.renene.2019.11.091.txt,Study
EJK_G4B1_CorpusID_20473269.txt,Study
FHQ_G3B3_PMID26371614.txt,Study
IJK_G4B1_CorpusID_151017223.txt,Study
MNT_G5B1_10.1127_0941_2948_2012_0330.txt,Study
ABC_G1B3_10.1016_j.enpol.2018.03.042.txt,Study
LMS_G5B2_10.1016_j.envsci.2013.04.005.txt,Study
EIK_G4B3_CorpusID_146777823.txt,Study
FGQ_G3B3_PMID30944004.txt,Study
HOQ_G6B4_PMID-16381081.txt,Study
LRT_G5B1_10.2202_1469-3569.1325.txt,Other
RST_G7B2_S0308521X16300592.txt,Study
FGQ_G3B4_PMID28110260.txt,Study
MRS_G7B3_S0959652613007804.txt,Study
LMT_G5B3_10.1016_j.resconrec.2019.01.040.txt,Method
LRT_G5B3_10.1038_nature14093.txt,Study
LMR_G5B2_10.1596_1813-9450-4308.txt,Study
DEJ_G2B1_32.txt,Study
ABC_G1B1_10.1016_j.esd.2014.02.003.txt,Study
DIJ_G2B2_29.txt,Study
DEJ_G2B3_10.txt,Review
LMN_G5B5_10.1002_lno.10312.txt,Study
ABC_G1B3_10.1016_j.egyr.2018.11.001.txt,Policy
GHQ_G6B3_PMID-27607870.txt,Study
DIK_G2B3_31.txt,Study
ABC_G1B3_10.1016_j.egyr.2020.04.022.txt,Study
EIJ_G4B3_PMID_28888613.txt,Review
EJK_G4B3_PMID_28423141.txt,Study
RST_G7B4_PANGAEA.823422.txt,Study
DEI_G2B2_18.txt,Study
RST_G7B4_S0921800912001358.txt,Study
GHO_G3B4_CorpusID24228496.txt,Treatment
DEI_G2B2_8.txt,Study
RST_G7B4_10.1016_j.ecoleng.2020.106017.txt,Study
DIK_G2B3_34.txt,Study
GPQ_G6B2_PMID_30677013.txt,Study
EIK_G4B2_CorpusID_29876861.txt,Study
LMT_G5B2_10.1007_978-3-030-41629-4_3.txt,Study
RST_G7B4_S0012821X11006856.txt,Study
LNT_G5B1_10.1016_j.jue.2011.12.004.txt,Method
LMT_G5B3_10.1038_s41467-020-15414-6.txt,Tool
DEI_G2B3_24.txt,Study
RST_G7B4_S0306456514000084.txt,Study
GOQ_G6B2_PMID_21083903.txt,Study
EIJ_G4B3_PMID_29085395.txt,Review
ABC_G1B2_10.1016_j.renene.2018.08.069.txt,Study
DEJ_G2B3_20.txt,Review
ABC_G1B1_10.1016_j.enpol.2013.09.061.txt,Policy
GOP_G6B4_PMID-11519389.txt,Study
ABC_G1B1_10.1371_journal.pone.0128933.txt,Method
FOQ_G3B4_PMID29963284.txt,Study
FGH_G3B2_Corpus ID10262584.txt,Study
OPQ_G6B2_PMID_23293897.txt,Study
LNT_G5B3_10.1007_s10113-020-01652-3.txt,Method
IJK_G4B3_CorpusID_206362239.txt,Study
MNS_G7B2_S0304380003004344.txt,Study
LMT_G5B2_10.1016_j.eja.2010.11.003.txt,Study
MNT_G5B1_10.1371_journal.pbio.1000357.txt,Study
EIK_G4B1_CorpusID_196003391.txt,Interview
EIJ_G4B2_CorpusID_29345195.txt,Study
ABC_G1B1_Corpus ID 214294771.txt,Method
IJK_G4B3_CorpusID_49887890.txt,Study
MRT_G5B1_10.1016_j.proeng.2018.01.171.txt,Tool
ABC_G1B2_10.1016_j.tej.2019.106670.txt,Study
EIJ_G4B1_CorpusID_24792163.txt,Study
EJK_G4B3_CorpusID_1545190.txt,Study
LMT_G5B1_10.1016_j.ocecoaman.2012.10.014.txt,Study
DEJ_G2B2_4.txt,Study
FHP_G3B3_PMID26950782.txt,Study
ABC_G1B3_10.1016_j.resconrec.2018.12.001.txt,Study
FOQ_G3B4_PMID11341718.txt,Study
DEK_G2B1_30.txt,Method
FOQ_G3B3_PMID31113510.txt,Study
GOQ_G6B2_PMID_27450705.txt,Study
LMN_G5B4_CorpusID_49365256.txt,Study
GPQ_G6B2_PMID_29860814.txt,Study
MNS_G5B1_10.1016_j.envsci.2015.01.017.txt,Study
ABC_G1B2_10.1016_j.rser.2020.109927.txt,Study
FPQ_G3B3_PMID28919574.txt,Study
LMN_G5B4_CorpusID_28991103.txt,Study
NRS_G7B3_S0038071714002533.txt,Study
ABC_G1B2_10.1016_j.renene.2020.05.131.txt,Study
EIJ_G4B2_CorpusID_2653564.txt,Study
GHP_G3B3_PMID31208927.txt,Clinical Trial
DJK_G4B3_PMID_28844866.txt,Study
NST_G7B3_S0959652613002795.txt,Study
FHP_G3B3_PMID30800952.txt,Prototype
ABC_G1B1_10.1016_j.gloenvcha.2018.08.008.txt,Study
FHQ_G3B3_PMID21244550.txt,Study
IJK_G4B2_CorpusID_34448484.txt,Study
NST_G7B3_S1462901115300368.txt,Study
LMN_G5B4_CorpusID_17605839.txt,Study
HOP_G6B2_PMID_30642313.txt,Study
EJK_G4B2_PMID_31009478.txt,Study
FGH_G3B3_PMID26433953.txt,Device
RST_G7B4_S1364682611003385.txt,Study
ABC_G1B3_10.1016_j.apenergy.2017.07.107.txt,Policy
FHO_G3B1_PMID25854866.txt,Diagnositc Tool
LMS_G5B1_10.1016_j.envsci.2013.04.005.txt,Study
GPQ_G6B4_PMID-27440079.txt,Study
DEJ_G2B1_34.txt,Study
LNR_G5B2_10.1007_s00267-008-9197-0.txt,Study
LMN_G5B4_10.1126_science.aad9837.txt,Study
FGQ_G3B4_PMID11055448.txt,Study
ABC_G1B3_10.1016_j.sleh.2018.09.011.txt,Method
RST_G7B4_S0959652615013888.txt,Study
ABC_G1B3_10.1016_j.enpol.2010.05.014.txt,Study
EJK_G4B2_CorpusID_19449812.txt,Study
LMN_G5B5_10.1016_j.enpol.2016.03.038.txt,Study
LMN_G5B4_CorpusID_55734654.txt,Study
FOQ_G3B4_PMID27474757.txt,Study
DJK_G4B1_CorpusID_30720882.txt,Study
FGQ_G3B3_PMID15458017.txt,Study
LRT_G5B1_10.3334_CDIAC_GCP_2016.txt,Method
HOP_G6B3_PMID-30611257.txt,Study
GHO_G3B3_PMID28613384.txt,Study
EJK_G4B1_CorpusID_150958767.txt,Treatment
ABC_G1B1_Corpus ID 110519143.txt,Study
GOQ_G6B2_PMID_28449013.txt,Study
EJK_G4B1_CorpusID_150272449.txt,Study
DIK_G2B1_14.txt,Diagnostic Tool
RST_G7B4_S0022169409007239.txt,Study
FGO_G3B1_CorpusID40745103.txt,Study
LST_G5B3_10.1002_2015GL066235.txt,Study
FHP_G3B1_CorpusID11303866.txt,Study
FHQ_G3B4_PMID17980522.txt,Study
DIK_G2B3_33.txt,Study
GHO_G6B1_PMID_26001750.txt,Study
LMN_G5B5_10.1016_j.hydromet.2016.01.028.txt,Method
RST_G7B3_S0921818101001485.txt,Study
ABC_G1B3_10.1016_j.ecolind.2019.106035.txt,Study
RST_G7B4_S0959378012001112.txt,Study
DJK_G4B3_CorpusID_9481785.txt,Study
DJK_G4B1_CorpusID_148681099.txt,Study
ABC_G1B1_10.1016_j.jpowsour.2009.12.100.txt,Prototype
EIK_G4B1_CorpusID_218980738.txt,Method
EJK_G4B3_CorpusID_5869512.txt,Study
ABC_G1B3_10.1016_j.scitotenv.2018.04.346.txt,Study
MST_G5B1_10.1111_fwb.13108.txt,Study
IJK_G4B3_CorpusID_11349936.txt,Study
LMT_G5B1_10.1016_j.foreco.2009.09.001.txt,Tool
RST_G7B4_S0160412003001910.txt,Study
FHP_G3B3_PMID25924685.txt,Study
LNT_G5B3_10.3390_su12114558.txt,Study
GHO_G3B4_PMID30602959.txt,Study
MNT_G7B2_S1352231009001769.txt,Study
DJK_G4B1_CorpusID_29515865.txt,Study
DIK_G2B1_5.txt,Study
GOQ_G6B2_PMID_30475818.txt,Study
GOQ_G6B3_PMID-30554785.txt,Study
HOQ_G6B3_PMID-30522470.txt,Study
HOP_G6B4_PMID-24302480.txt,Study
ABC_G1B2_10.1016_j.eneco.2019.06.018.txt,Study
EJK_G4B2_CorpusID_18741044.txt,Study
MNS_G5B1_10.1016_j.envsci.2014.08.013.txt,Study
DJK_G4B1_CorpusID_41286467.txt,Study
NRT_G7B1_S0360132312003022.txt,Method
ABC_G1B3_10.1016_j.jclepro.2018.02.081.txt,Study
LST_G5B2_10.1145_3070617.3070635.txt,Study
IJK_G4B2_CorpusID_29036939.txt,Treatment
DJK_G4B1_CorpusID_3174397.txt,Review
EIJ_G4B3_CorpusID_2087563.txt,Interview
DIJ_G2B2_26.txt,Study
DIJ_G2B3_23.txt,Method
FGQ_G3B4_PMID25130029.txt,Study
ABC_G1B1_Corpus ID 109150508.txt,Method
EJK_G4B3_PMID_29807492.txt,Interview
ABC_G1B1_10.1016_j.envres.2016.01.002.txt,Method
LMN_G5B2_10.2499_0896295354.txt,Study
FGP_G3B3_PMID30931785.txt,Study
LMS_G5B2_10.1038_nclimate3352.txt,Study
EIK_G4B2_CorpusID_40724119.txt,Study
EIJ_G4B1_CorpusID_11447260.txt,Study
FOQ_G3B1_CorpusID4355580.txt,Method
GHO_G3B3_PMID31907121.txt,Study
RST_G7B4_PANGAEA.841244.txt,Study
FPQ_G3B1_PMID29378553.txt,Study
LST_G5B2_10.1038_nature20787.txt,Method
EJK_G4B1_CorpusID_139100747.txt,Treatment
ABC_G1B1_10.1016 j.energy.2010.09.041.txt,Study
LMT_G5B3_10.1013_j.resconrec.2019.01.020.txt,Study
RST_G7B4_S0304380011003425.txt,Study
RST_G7B4_S0377221715006621.txt,Study
EIK_G4B3_CorpusID_8959860.txt,Study
GHQ_G3B4_CorpusID33551742.txt,Study
ABC_G1B3_10.1016_j.jclepro.2019.05.194.txt,Study
FGP_G3B2_Corpus ID205090143.txt,Study
DIJ_G2B1_38.txt,Study
DEJ_G2B2_41.txt,Study
MNS_G7B2_S0959652614000171.txt,Study
DEI_G2B3_2.txt,Review
LNT_G5B3_10.1038_nclimate2746.txt,Method
MNS_G7B2_S0959652615002280.txt,Study
GOQ_G6B4_PMID-28266943.txt,Study
FHO_G3B4_PMID30918535.txt,Study
DIJ_G2B3_22.txt,Study
GHQ_G6B1_PMID_28379110.txt,Study
DEK_G2B2_7.txt,Study
